15:09:12: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:06: 8,1,1.55,924.00
15:10:06: 9,1,1.40,472.00
15:10:06: 10,1,1.55,524.00
15:10:06: 11,1,1.40,568.00
15:10:06: 12,1,1.37,580.00
15:10:06: 13,1,1.61,372.00
15:10:06: 14,1,1.60,356.00
15:10:06: 15,1,1.61,420.00
15:10:06: 16,1,1.37,372.00
15:10:06: 

15:10:06: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:06: 1,1,1.61,844.00
15:10:06: 2,1,1.55,892.00
15:10:06: 3,1,1.61,356.00
15:10:06: 4,1,1.50,324.00
15:10:06: 5,1,1.61,732.00
15:10:06: 6,1,1.55,732.00
15:10:06: 7,1,1.53,924.00
15:10:06: 8,1,1.60,920.00
15:10:06: 9,1,1.61,492.00
15:10:06: 10,1,1.50,472.00
15:10:06: 11,1,1.47,612.00
15:10:06: 12,1,1.37,552.00
15:10:06: 13,1,1.61,364.00
15:10:06: 14,1,1.60,324.00
15:10:06: 15,1,1.55,420.00
15:10:06: 16,1,1.60,388.00
15:10:06: 

15:10:07: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:07: 1,1,1.61,844.00
15:10:07: 2,1,1.37,860.00
15:10:07: 3,1,1.61,356.00
15:10:07: 4,1,1.61,356.00
15:10:07: 5,1,1.61,756.00
15:10:07: 6,1,1.47,732.00
15:10:07: 7,1,1.61,924.00
15:10:07: 8,1,1.47,920.00
15:10:07: 9,1,1.37,492.00
15:10:07: 10,1,1.37,476.00
15:10:07: 11,1,1.55,612.00
15:10:07: 12,1,1.40,552.00
15:10:07: 13,1,1.40,356.00
15:10:07: 14,1,1.55,356.00
15:10:07: 15,1,1.55,388.00
15:10:07: 16,1,1.37,388.00
15:10:07: 

15:10:07: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:07: 1,1,1.37,980.00
15:10:07: 2,1,1.40,864.00
15:10:07: 3,1,1.55,324.00
15:10:07: 4,1,1.61,356.00
15:10:07: 5,1,1.37,700.00
15:10:07: 6,1,1.40,756.00
15:10:07: 7,1,1.60,892.00
15:10:07: 8,1,1.61,948.00
15:10:07: 9,1,1.50,476.00
15:10:07: 10,1,1.61,524.00
15:10:07: 11,1,1.60,568.00
15:10:07: 12,1,1.50,612.00
15:10:07: 13,1,1.37,356.00
15:10:07: 14,1,1.61,372.00
15:10:07: 15,1,1.55,388.00
15:10:07: 16,1,1.40,388.00
15:10:07: 

15:10:07: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:07: 1,1,1.53,968.00
15:10:07: 2,1,1.61,956.00
15:10:07: 3,1,1.61,356.00
15:10:07: 4,1,1.61,356.00
15:10:07: 5,1,1.37,684.00
15:10:07: 6,1,1.40,788.00
15:10:07: 7,1,1.55,864.00
15:10:07: 8,1,1.61,968.00
15:10:07: 9,1,1.37,444.00
15:10:07: 10,1,1.61,548.00
15:10:07: 11,1,1.47,524.00
15:10:07: 12,1,1.61,656.00
15:10:07: 13,1,1.61,356.00
15:10:07: 14,1,1.61,372.00
15:10:07: 15,1,1.40,388.00
15:10:07: 16,1,1.61,416.00
15:10:07: 

15:10:08: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:08: 1,1,1.61,968.00
15:10:08: 2,1,1.61,952.00
15:10:08: 3,1,1.40,356.00
15:10:08: 4,1,1.37,352.00
15:10:08: 5,1,1.61,700.00
15:10:08: 6,1,1.61,788.00
15:10:08: 7,1,1.65,880.00
15:10:08: 8,1,1.60,968.00
15:10:08: 9,1,1.53,444.00
15:10:08: 10,1,1.60,532.00
15:10:08: 11,1,1.61,548.00
15:10:08: 12,1,1.60,636.00
15:10:08: 13,1,1.40,372.00
15:10:08: 14,1,1.60,372.00
15:10:08: 15,1,1.40,416.00
15:10:08: 16,1,1.60,388.00
15:10:08: 

15:10:08: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:08: 1,1,1.40,924.00
15:10:08: 2,1,1.37,860.00
15:10:08: 3,1,1.53,324.00
15:10:08: 4,1,1.53,356.00
15:10:08: 5,1,1.61,732.00
15:10:08: 6,1,1.55,760.00
15:10:08: 7,1,1.61,892.00
15:10:08: 8,1,1.55,924.00
15:10:08: 9,1,1.55,476.00
15:10:08: 10,1,1.51,492.00
15:10:08: 11,1,1.50,580.00
15:10:08: 12,1,1.55,580.00
15:10:08: 13,1,1.61,364.00
15:10:08: 14,1,1.60,352.00
15:10:08: 15,1,1.40,420.00
15:10:08: 16,1,1.55,388.00
15:10:08: 

15:10:09: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:09: 1,1,1.61,920.00
15:10:09: 2,1,1.55,968.00
15:10:09: 3,1,1.61,356.00
15:10:09: 4,1,1.61,324.00
15:10:09: 5,1,1.40,732.00
15:10:09: 6,1,1.37,732.00
15:10:09: 7,1,1.40,924.00
15:10:09: 8,1,1.61,892.00
15:10:09: 9,1,1.50,512.00
15:10:09: 10,1,1.61,476.00
15:10:09: 11,1,1.61,612.00
15:10:09: 12,1,1.40,568.00
15:10:09: 13,1,1.61,372.00
15:10:09: 14,1,1.40,356.00
15:10:09: 15,1,1.40,388.00
15:10:09: 16,1,1.61,388.00
15:10:09: 

15:10:09: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:09: 1,1,1.60,948.00
15:10:09: 2,1,1.40,924.00
15:10:09: 3,1,1.50,324.00
15:10:09: 4,1,1.61,356.00
15:10:09: 5,1,1.37,732.00
15:10:09: 6,1,1.61,732.00
15:10:09: 7,1,1.60,924.00
15:10:09: 8,1,1.61,924.00
15:10:09: 9,1,1.55,476.00
15:10:09: 10,1,1.61,476.00
15:10:09: 11,1,1.37,580.00
15:10:09: 12,1,1.61,580.00
15:10:09: 13,1,1.47,324.00
15:10:09: 14,1,1.61,372.00
15:10:09: 15,1,1.60,388.00
15:10:09: 16,1,1.40,388.00
15:10:09: 

15:10:10: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:10: 1,1,1.60,948.00
15:10:10: 2,1,1.61,788.00
15:10:10: 3,1,1.55,356.00
15:10:10: 4,1,1.61,356.00
15:10:10: 5,1,1.55,700.00
15:10:10: 6,1,1.61,784.00
15:10:10: 7,1,1.37,888.00
15:10:10: 8,1,1.61,952.00
15:10:10: 9,1,1.37,444.00
15:10:10: 10,1,1.61,524.00
15:10:10: 11,1,1.37,524.00
15:10:10: 12,1,1.55,612.00
15:10:10: 13,1,1.55,352.00
15:10:10: 14,1,1.55,372.00
15:10:10: 15,1,1.51,372.00
15:10:10: 16,1,1.55,420.00
15:10:10: 

15:10:10: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:10: 1,1,1.61,948.00
15:10:10: 2,1,1.61,892.00
15:10:10: 3,1,1.40,356.00
15:10:10: 4,1,1.37,324.00
15:10:10: 5,1,1.60,684.00
15:10:10: 6,1,1.53,788.00
15:10:10: 7,1,1.55,844.00
15:10:10: 8,1,1.61,968.00
15:10:10: 9,1,1.45,420.00
15:10:10: 10,1,1.61,532.00
15:10:10: 11,1,1.60,524.00
15:10:10: 12,1,1.61,656.00
15:10:10: 13,1,1.51,356.00
15:10:10: 14,1,1.61,372.00
15:10:10: 15,1,1.53,388.00
15:10:10: 16,1,1.37,388.00
15:10:10: 

15:10:11: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:11: 1,1,1.40,980.00
15:10:11: 2,1,1.37,860.00
15:10:11: 3,1,1.40,356.00
15:10:11: 4,1,1.37,324.00
15:10:11: 5,1,1.40,700.00
15:10:11: 6,1,1.55,784.00
15:10:11: 7,1,1.50,892.00
15:10:11: 8,1,1.55,948.00
15:10:11: 9,1,1.40,464.00
15:10:11: 10,1,1.61,524.00
15:10:11: 11,1,1.40,548.00
15:10:11: 12,1,1.50,612.00
15:10:11: 13,1,1.61,372.00
15:10:11: 14,1,1.37,356.00
15:10:11: 15,1,1.55,388.00
15:10:11: 16,1,1.37,388.00
15:10:11: 

15:10:11: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:11: 1,1,1.61,844.00
15:10:11: 2,1,1.55,836.00
15:10:11: 3,1,1.55,356.00
15:10:11: 4,1,1.45,356.00
15:10:11: 5,1,1.61,732.00
15:10:11: 6,1,1.37,732.00
15:10:11: 7,1,1.61,924.00
15:10:11: 8,1,1.37,924.00
15:10:11: 9,1,1.61,492.00
15:10:11: 10,1,1.55,476.00
15:10:11: 11,1,1.61,612.00
15:10:11: 12,1,1.45,580.00
15:10:11: 13,1,1.40,388.00
15:10:11: 14,1,1.50,356.00
15:10:11: 15,1,1.61,388.00
15:10:11: 16,1,1.60,372.00
15:10:11: 

15:10:11: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:11: 1,1,1.36,980.00
15:10:11: 2,1,1.61,952.00
15:10:11: 3,1,1.50,352.00
15:10:11: 4,1,1.40,356.00
15:10:11: 5,1,1.47,760.00
15:10:11: 6,1,1.61,732.00
15:10:11: 7,1,1.61,924.00
15:10:11: 8,1,1.61,892.00
15:10:11: 9,1,1.61,492.00
15:10:11: 10,1,1.40,476.00
15:10:11: 11,1,1.61,612.00
15:10:11: 12,1,1.37,556.00
15:10:11: 13,1,1.61,372.00
15:10:11: 14,1,1.40,356.00
15:10:11: 15,1,1.61,416.00
15:10:11: 16,1,1.40,372.00
15:10:11: 

15:10:12: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:12: 1,1,1.37,976.00
15:10:12: 2,1,1.61,956.00
15:10:12: 3,1,1.60,356.00
15:10:12: 4,1,1.45,364.00
15:10:12: 5,1,1.59,720.00
15:10:12: 6,1,1.40,756.00
15:10:12: 7,1,1.55,892.00
15:10:12: 8,1,1.61,924.00
15:10:12: 9,1,1.55,476.00
15:10:12: 10,1,1.53,492.00
15:10:12: 11,1,1.55,580.00
15:10:12: 12,1,1.61,580.00
15:10:12: 13,1,1.59,356.00
15:10:12: 14,1,1.40,364.00
15:10:12: 15,1,1.53,388.00
15:10:12: 16,1,1.40,420.00
15:10:12: 

15:10:12: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:12: 1,1,1.55,836.00
15:10:12: 2,1,1.40,980.00
15:10:12: 3,1,1.60,356.00
15:10:12: 4,1,1.61,356.00
15:10:12: 5,1,1.60,700.00
15:10:12: 6,1,1.43,788.00
15:10:12: 7,1,1.55,880.00
15:10:12: 8,1,1.61,956.00
15:10:12: 9,1,1.55,444.00
15:10:12: 10,1,1.61,532.00
15:10:12: 11,1,1.60,532.00
15:10:12: 12,1,1.61,636.00
15:10:12: 13,1,1.37,356.00
15:10:12: 14,1,1.40,388.00
15:10:12: 15,1,1.61,384.00
15:10:12: 16,1,1.40,388.00
15:10:12: 

15:10:13: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:13: 1,1,1.60,968.00
15:10:13: 2,1,1.53,968.00
15:10:13: 3,1,1.37,324.00
15:10:13: 4,1,1.61,356.00
15:10:13: 5,1,1.40,684.00
15:10:13: 6,1,1.61,788.00
15:10:13: 7,1,1.61,864.00
15:10:13: 8,1,1.61,968.00
15:10:13: 9,1,1.61,420.00
15:10:13: 10,1,1.37,552.00
15:10:13: 11,1,1.37,532.00
15:10:13: 12,1,1.61,656.00
15:10:13: 13,1,1.55,356.00
15:10:13: 14,1,1.61,372.00
15:10:13: 15,1,1.51,388.00
15:10:13: 16,1,1.53,388.00
15:10:13: 

15:10:13: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:13: 1,1,1.53,924.00
15:10:13: 2,1,1.60,956.00
15:10:13: 3,1,1.61,356.00
15:10:13: 4,1,1.53,356.00
15:10:13: 5,1,1.61,728.00
15:10:13: 6,1,1.55,784.00
15:10:13: 7,1,1.61,892.00
15:10:13: 8,1,1.37,948.00
15:10:13: 9,1,1.55,476.00
15:10:13: 10,1,1.55,492.00
15:10:13: 11,1,1.61,580.00
15:10:13: 12,1,1.40,612.00
15:10:13: 13,1,1.40,372.00
15:10:13: 14,1,1.55,356.00
15:10:13: 15,1,1.61,416.00
15:10:13: 16,1,1.37,372.00
15:10:13: 

15:10:14: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:14: 1,1,1.61,968.00
15:10:14: 2,1,1.37,860.00
15:10:14: 3,1,1.61,364.00
15:10:14: 4,1,1.36,324.00
15:10:14: 5,1,1.61,732.00
15:10:14: 6,1,1.55,732.00
15:10:14: 7,1,1.40,912.00
15:10:14: 8,1,1.55,892.00
15:10:14: 9,1,1.51,492.00
15:10:14: 10,1,1.50,472.00
15:10:14: 11,1,1.61,612.00
15:10:14: 12,1,1.55,568.00
15:10:14: 13,1,1.61,388.00
15:10:14: 14,1,1.60,344.00
15:10:14: 15,1,1.61,416.00
15:10:14: 16,1,1.60,388.00
15:10:14: 

15:10:14: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:14: 1,1,1.61,924.00
15:10:14: 2,1,1.37,892.00
15:10:14: 3,1,1.40,356.00
15:10:14: 4,1,1.50,324.00
15:10:14: 5,1,1.61,732.00
15:10:14: 6,1,1.55,732.00
15:10:14: 7,1,1.61,924.00
15:10:14: 8,1,1.61,892.00
15:10:14: 9,1,1.61,492.00
15:10:14: 10,1,1.40,476.00
15:10:14: 11,1,1.55,580.00
15:10:14: 12,1,1.61,568.00
15:10:14: 13,1,1.60,356.00
15:10:14: 14,1,1.61,364.00
15:10:14: 15,1,1.37,388.00
15:10:14: 16,1,1.61,388.00
15:10:14: 

15:10:15: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:15: 1,1,1.50,844.00
15:10:15: 2,1,1.61,968.00
15:10:15: 3,1,1.60,356.00
15:10:15: 4,1,1.61,352.00
15:10:15: 5,1,1.55,720.00
15:10:15: 6,1,1.40,764.00
15:10:15: 7,1,1.50,880.00
15:10:15: 8,1,1.40,924.00
15:10:15: 9,1,1.60,464.00
15:10:15: 10,1,1.40,524.00
15:10:15: 11,1,1.37,556.00
15:10:15: 12,1,1.61,612.00
15:10:15: 13,1,1.60,356.00
15:10:15: 14,1,1.55,372.00
15:10:15: 15,1,1.37,372.00
15:10:15: 16,1,1.40,388.00
15:10:15: 

15:10:15: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:15: 1,1,1.50,844.00
15:10:15: 2,1,1.61,952.00
15:10:15: 3,1,1.37,356.00
15:10:15: 4,1,1.53,356.00
15:10:15: 5,1,1.61,700.00
15:10:15: 6,1,1.61,788.00
15:10:15: 7,1,1.55,868.00
15:10:15: 8,1,1.61,968.00
15:10:15: 9,1,1.60,420.00
15:10:15: 10,1,1.61,548.00
15:10:15: 11,1,1.60,532.00
15:10:15: 12,1,1.61,656.00
15:10:15: 13,1,1.61,356.00
15:10:15: 14,1,1.35,372.00
15:10:15: 15,1,1.53,388.00
15:10:15: 16,1,1.40,420.00
15:10:15: 

15:10:15: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:15: 1,1,1.61,844.00
15:10:15: 2,1,1.50,844.00
15:10:15: 3,1,1.55,324.00
15:10:15: 4,1,1.37,324.00
15:10:15: 5,1,1.61,700.00
15:10:15: 6,1,1.51,788.00
15:10:15: 7,1,1.61,880.00
15:10:15: 8,1,1.60,968.00
15:10:15: 9,1,1.55,448.00
15:10:15: 10,1,1.53,524.00
15:10:15: 11,1,1.61,552.00
15:10:15: 12,1,1.61,640.00
15:10:15: 13,1,1.61,372.00
15:10:15: 14,1,1.60,356.00
15:10:15: 15,1,1.40,388.00
15:10:15: 16,1,1.53,372.00
15:10:15: 

15:10:16: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:16: 1,1,1.61,860.00
15:10:16: 2,1,1.33,860.00
15:10:16: 3,1,1.61,364.00
15:10:16: 4,1,1.37,356.00
15:10:16: 5,1,1.61,732.00
15:10:16: 6,1,1.51,756.00
15:10:16: 7,1,1.61,892.00
15:10:16: 8,1,1.60,924.00
15:10:16: 9,1,1.61,492.00
15:10:16: 10,1,1.55,492.00
15:10:16: 11,1,1.55,580.00
15:10:16: 12,1,1.40,580.00
15:10:16: 13,1,1.61,372.00
15:10:16: 14,1,1.55,356.00
15:10:16: 15,1,1.55,420.00
15:10:16: 16,1,1.55,388.00
15:10:16: 

15:10:16: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:16: 1,1,1.61,956.00
15:10:16: 2,1,1.61,952.00
15:10:16: 3,1,1.47,324.00
15:10:16: 4,1,1.61,356.00
15:10:16: 5,1,1.50,756.00
15:10:16: 6,1,1.61,732.00
15:10:16: 7,1,1.61,924.00
15:10:16: 8,1,1.37,892.00
15:10:16: 9,1,1.40,492.00
15:10:16: 10,1,1.51,464.00
15:10:16: 11,1,1.61,612.00
15:10:16: 12,1,1.61,548.00
15:10:16: 13,1,1.61,364.00
15:10:16: 14,1,1.40,356.00
15:10:16: 15,1,1.53,388.00
15:10:16: 16,1,1.60,388.00
15:10:16: 

15:10:17: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:17: 1,1,1.37,968.00
15:10:17: 2,1,1.55,844.00
15:10:17: 3,1,1.37,352.00
15:10:17: 4,1,1.61,356.00
15:10:17: 5,1,1.37,732.00
15:10:17: 6,1,1.40,732.00
15:10:17: 7,1,1.60,920.00
15:10:17: 8,1,1.40,920.00
15:10:17: 9,1,1.60,476.00
15:10:17: 10,1,1.61,476.00
15:10:17: 11,1,1.61,580.00
15:10:17: 12,1,1.55,580.00
15:10:17: 13,1,1.47,356.00
15:10:17: 14,1,1.61,372.00
15:10:17: 15,1,1.40,388.00
15:10:17: 16,1,1.55,388.00
15:10:17: 

15:10:17: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:17: 1,1,1.60,836.00
15:10:17: 2,1,1.61,968.00
15:10:17: 3,1,1.55,324.00
15:10:17: 4,1,1.61,364.00
15:10:17: 5,1,1.55,700.00
15:10:17: 6,1,1.61,784.00
15:10:17: 7,1,1.45,892.00
15:10:17: 8,1,1.61,948.00
15:10:17: 9,1,1.50,444.00
15:10:17: 10,1,1.61,524.00
15:10:17: 11,1,1.60,548.00
15:10:17: 12,1,1.61,636.00
15:10:17: 13,1,1.37,356.00
15:10:17: 14,1,1.61,388.00
15:10:17: 15,1,1.53,372.00
15:10:17: 16,1,1.55,388.00
15:10:17: 

15:10:18: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:18: 1,1,1.61,948.00
15:10:18: 2,1,1.55,844.00
15:10:18: 3,1,1.61,356.00
15:10:18: 4,1,1.53,324.00
15:10:18: 5,1,1.61,696.00
15:10:18: 6,1,1.50,804.00
15:10:18: 7,1,1.37,864.00
15:10:18: 8,1,1.61,976.00
15:10:18: 9,1,1.53,420.00
15:10:18: 10,1,1.40,532.00
15:10:18: 11,1,1.61,532.00
15:10:18: 12,1,1.40,656.00
15:10:18: 13,1,1.61,356.00
15:10:18: 14,1,1.40,372.00
15:10:18: 15,1,1.50,388.00
15:10:18: 16,1,1.61,388.00
15:10:18: 

15:10:18: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:18: 1,1,1.60,844.00
15:10:18: 2,1,1.45,968.00
15:10:18: 3,1,1.61,356.00
15:10:18: 4,1,1.53,324.00
15:10:18: 5,1,1.40,700.00
15:10:18: 6,1,1.55,784.00
15:10:18: 7,1,1.40,880.00
15:10:18: 8,1,1.55,948.00
15:10:18: 9,1,1.61,464.00
15:10:18: 10,1,1.60,532.00
15:10:18: 11,1,1.61,568.00
15:10:18: 12,1,1.37,612.00
15:10:18: 13,1,1.40,364.00
15:10:18: 14,1,1.60,356.00
15:10:18: 15,1,1.40,388.00
15:10:18: 16,1,1.37,388.00
15:10:18: 

15:10:19: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:19: 1,1,1.55,968.00
15:10:19: 2,1,1.60,892.00
15:10:19: 3,1,1.40,372.00
15:10:19: 4,1,1.60,356.00
15:10:19: 5,1,1.40,732.00
15:10:19: 6,1,1.59,732.00
15:10:19: 7,1,1.61,924.00
15:10:19: 8,1,1.61,924.00
15:10:19: 9,1,1.61,492.00
15:10:19: 10,1,1.61,476.00
15:10:19: 11,1,1.61,612.00
15:10:19: 12,1,1.61,580.00
15:10:19: 13,1,1.61,372.00
15:10:19: 14,1,1.55,352.00
15:10:19: 15,1,1.40,420.00
15:10:19: 16,1,1.50,384.00
15:10:19: 

15:10:19: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:19: 1,1,1.40,860.00
15:10:19: 2,1,1.37,880.00
15:10:19: 3,1,1.60,356.00
15:10:19: 4,1,1.60,324.00
15:10:19: 5,1,1.55,756.00
15:10:19: 6,1,1.61,732.00
15:10:19: 7,1,1.60,924.00
15:10:19: 8,1,1.61,892.00
15:10:19: 9,1,1.61,520.00
15:10:19: 10,1,1.61,476.00
15:10:19: 11,1,1.55,612.00
15:10:19: 12,1,1.61,556.00
15:10:19: 13,1,1.61,372.00
15:10:19: 14,1,1.35,356.00
15:10:19: 15,1,1.55,420.00
15:10:19: 16,1,1.50,356.00
15:10:19: 

15:10:19: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:19: 1,1,1.60,844.00
15:10:19: 2,1,1.61,968.00
15:10:19: 3,1,1.47,324.00
15:10:19: 4,1,1.61,356.00
15:10:19: 5,1,1.60,732.00
15:10:19: 6,1,1.61,756.00
15:10:19: 7,1,1.45,892.00
15:10:19: 8,1,1.61,924.00
15:10:19: 9,1,1.61,476.00
15:10:19: 10,1,1.40,492.00
15:10:19: 11,1,1.55,580.00
15:10:19: 12,1,1.61,580.00
15:10:19: 13,1,1.55,356.00
15:10:19: 14,1,1.61,372.00
15:10:19: 15,1,1.37,388.00
15:10:19: 16,1,1.61,416.00
15:10:19: 

15:10:20: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:20: 1,1,1.55,892.00
15:10:20: 2,1,1.51,976.00
15:10:20: 3,1,1.61,356.00
15:10:20: 4,1,1.61,356.00
15:10:20: 5,1,1.55,684.00
15:10:20: 6,1,1.55,788.00
15:10:20: 7,1,1.50,888.00
15:10:20: 8,1,1.40,980.00
15:10:20: 9,1,1.55,444.00
15:10:20: 10,1,1.40,548.00
15:10:20: 11,1,1.55,532.00
15:10:20: 12,1,1.61,640.00
15:10:20: 13,1,1.60,356.00
15:10:20: 14,1,1.61,372.00
15:10:20: 15,1,1.55,372.00
15:10:20: 16,1,1.40,420.00
15:10:20: 

15:10:20: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:20: 1,1,1.55,956.00
15:10:20: 2,1,1.61,924.00
15:10:20: 3,1,1.61,356.00
15:10:20: 4,1,1.61,356.00
15:10:20: 5,1,1.61,700.00
15:10:20: 6,1,1.61,788.00
15:10:20: 7,1,1.61,880.00
15:10:20: 8,1,1.61,980.00
15:10:20: 9,1,1.37,420.00
15:10:20: 10,1,1.61,552.00
15:10:20: 11,1,1.50,524.00
15:10:20: 12,1,1.61,640.00
15:10:20: 13,1,1.50,356.00
15:10:20: 14,1,1.37,372.00
15:10:20: 15,1,1.37,356.00
15:10:20: 16,1,1.61,416.00
15:10:20: 

15:10:21: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:21: 1,1,1.61,892.00
15:10:21: 2,1,1.61,952.00
15:10:21: 3,1,1.47,324.00
15:10:21: 4,1,1.50,324.00
15:10:21: 5,1,1.61,700.00
15:10:21: 6,1,1.60,776.00
15:10:21: 7,1,1.61,892.00
15:10:21: 8,1,1.40,924.00
15:10:21: 9,1,1.61,476.00
15:10:21: 10,1,1.55,524.00
15:10:21: 11,1,1.61,580.00
15:10:21: 12,1,1.60,608.00
15:10:21: 13,1,1.61,364.00
15:10:21: 14,1,1.61,356.00
15:10:21: 15,1,1.61,388.00
15:10:21: 16,1,1.55,372.00
15:10:21: 

15:10:21: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:21: 1,1,1.40,980.00
15:10:21: 2,1,1.51,844.00
15:10:21: 3,1,1.61,356.00
15:10:21: 4,1,1.60,356.00
15:10:21: 5,1,1.61,732.00
15:10:21: 6,1,1.51,732.00
15:10:21: 7,1,1.55,924.00
15:10:21: 8,1,1.45,920.00
15:10:21: 9,1,1.55,512.00
15:10:21: 10,1,1.60,476.00
15:10:21: 11,1,1.61,612.00
15:10:21: 12,1,1.61,576.00
15:10:21: 13,1,1.61,384.00
15:10:21: 14,1,1.60,356.00
15:10:21: 15,1,1.35,420.00
15:10:21: 16,1,1.55,372.00
15:10:21: 

15:10:22: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:22: 1,1,1.61,844.00
15:10:22: 2,1,1.61,948.00
15:10:22: 3,1,1.61,356.00
15:10:22: 4,1,1.60,356.00
15:10:22: 5,1,1.61,732.00
15:10:22: 6,1,1.37,732.00
15:10:22: 7,1,1.61,924.00
15:10:22: 8,1,1.37,892.00
15:10:22: 9,1,1.61,492.00
15:10:22: 10,1,1.61,476.00
15:10:22: 11,1,1.61,608.00
15:10:22: 12,1,1.40,552.00
15:10:22: 13,1,1.61,372.00
15:10:22: 14,1,1.61,356.00
15:10:22: 15,1,1.61,420.00
15:10:22: 16,1,1.61,388.00
15:10:22: 

15:10:22: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:22: 1,1,1.55,836.00
15:10:22: 2,1,1.61,924.00
15:10:22: 3,1,1.47,324.00
15:10:22: 4,1,1.61,356.00
15:10:22: 5,1,1.50,720.00
15:10:22: 6,1,1.40,756.00
15:10:22: 7,1,1.50,892.00
15:10:22: 8,1,1.40,924.00
15:10:22: 9,1,1.37,472.00
15:10:22: 10,1,1.61,512.00
15:10:22: 11,1,1.37,568.00
15:10:22: 12,1,1.40,608.00
15:10:22: 13,1,1.50,356.00
15:10:22: 14,1,1.61,372.00
15:10:22: 15,1,1.37,388.00
15:10:22: 16,1,1.53,420.00
15:10:22: 

15:10:23: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:23: 1,1,1.55,836.00
15:10:23: 2,1,1.61,924.00
15:10:23: 3,1,1.55,352.00
15:10:23: 4,1,1.40,356.00
15:10:23: 5,1,1.60,684.00
15:10:23: 6,1,1.40,788.00
15:10:23: 7,1,1.60,864.00
15:10:23: 8,1,1.40,952.00
15:10:23: 9,1,1.55,420.00
15:10:23: 10,1,1.53,548.00
15:10:23: 11,1,1.37,520.00
15:10:23: 12,1,1.51,664.00
15:10:23: 13,1,1.37,324.00
15:10:23: 14,1,1.61,372.00
15:10:23: 15,1,1.51,388.00
15:10:23: 16,1,1.61,420.00
15:10:23: 

15:10:23: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:23: 1,1,1.61,924.00
15:10:23: 2,1,1.61,956.00
15:10:23: 3,1,1.50,352.00
15:10:23: 4,1,1.61,356.00
15:10:23: 5,1,1.40,700.00
15:10:23: 6,1,1.61,788.00
15:10:23: 7,1,1.40,880.00
15:10:23: 8,1,1.60,976.00
15:10:23: 9,1,1.40,448.00
15:10:23: 10,1,1.53,548.00
15:10:23: 11,1,1.65,532.00
15:10:23: 12,1,1.40,636.00
15:10:23: 13,1,1.61,364.00
15:10:23: 14,1,1.37,364.00
15:10:23: 15,1,1.40,388.00
15:10:23: 16,1,1.61,388.00
15:10:23: 

15:10:23: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:23: 1,1,1.40,924.00
15:10:23: 2,1,1.55,920.00
15:10:23: 3,1,1.50,356.00
15:10:23: 4,1,1.55,356.00
15:10:23: 5,1,1.43,732.00
15:10:23: 6,1,1.37,760.00
15:10:23: 7,1,1.61,892.00
15:10:23: 8,1,1.40,924.00
15:10:23: 9,1,1.40,476.00
15:10:23: 10,1,1.37,492.00
15:10:23: 11,1,1.61,580.00
15:10:23: 12,1,1.61,580.00
15:10:23: 13,1,1.55,372.00
15:10:23: 14,1,1.55,352.00
15:10:23: 15,1,1.61,420.00
15:10:23: 16,1,1.55,388.00
15:10:23: 

